,date,location,stringency_index
6014,2022-08,Senegal,32.41
6015,2022-09,Senegal,32.41
6016,2022-10,Senegal,32.41
6017,2020-02,Serbia,13.89
6018,2020-03,Serbia,56.95967741935484
6019,2020-04,Serbia,98.48866666666666
6020,2020-05,Serbia,70.42870967741935
6021,2020-06,Serbia,30.280000000000005
6022,2020-07,Serbia,48.20935483870968
6023,2020-08,Serbia,57.079032258064515
6024,2020-09,Serbia,54.63
6025,2020-10,Serbia,54.002258064516134
6026,2020-11,Serbia,55.340333333333334
6027,2020-12,Serbia,60.19
6028,2021-01,Serbia,58.51451612903225
6029,2021-02,Serbia,56.48
6030,2021-03,Serbia,55.674838709677424
6031,2021-04,Serbia,56.851
6032,2021-05,Serbia,52.178064516129034
6033,2021-06,Serbia,32.41
6034,2021-07,Serbia,34.79709677419355
6035,2021-08,Serbia,36.11
6036,2021-09,Serbia,39.443
6037,2021-10,Serbia,41.576129032258066
6038,2021-11,Serbia,39.815000000000005
6039,2021-12,Serbia,30.820967741935483
6040,2022-01,Serbia,30.37322580645161
6041,2022-02,Serbia,36.11
6042,2022-03,Serbia,36.11
6043,2022-04,Serbia,32.406666666666666
6044,2022-05,Serbia,11.289354838709677
6045,2022-06,Serbia,11.109999999999998
6046,2022-07,Serbia,11.11
6047,2022-08,Serbia,11.11
6048,2022-09,Serbia,11.109999999999998
6050,2020-03,Seychelles,39.271764705882354
6051,2020-04,Seychelles,83.64366666666666
6052,2020-05,Seychelles,65.08419354838709
6053,2020-06,Seychelles,23.15
6054,2020-07,Seychelles,23.15
6055,2020-08,Seychelles,23.15
6056,2020-09,Seychelles,24.814999999999998
6057,2020-10,Seychelles,30.493548387096773
6058,2020-11,Seychelles,31.48
6059,2020-12,Seychelles,31.48
6060,2021-01,Seychelles,59.19935483870968
6061,2021-02,Seychelles,79.16499999999999
6062,2021-03,Seychelles,67.94903225806452
6063,2021-04,Seychelles,52.839666666666666
6064,2021-05,Seychelles,60.84032258064516
6065,2021-06,Seychelles,74.25999999999999
6066,2021-07,Seychelles,81.3916129032258
6067,2021-08,Seychelles,84.26
6068,2021-09,Seychelles,82.593
6069,2021-10,Seychelles,68.54677419354839
6070,2021-11,Seychelles,71.41833333333332
6071,2021-12,Seychelles,69.44
6072,2022-01,Seychelles,71.95096774193549
6073,2022-02,Seychelles,65.74
6074,2022-03,Seychelles,56.48
6075,2022-04,Seychelles,54.78333333333333
6076,2022-05,Seychelles,46.3
6077,2022-06,Seychelles,37.96333333333334
6078,2022-07,Seychelles,24.192258064516132
6079,2022-08,Seychelles,13.89
6080,2022-09,Seychelles,13.890000000000002
6081,2022-10,Seychelles,13.89
6082,2020-03,Sierra Leone,57.41
6083,2020-04,Sierra Leone,76.545
6084,2020-05,Sierra Leone,72.64032258064516
6085,2020-06,Sierra Leone,57.589666666666666
6086,2020-07,Sierra Leone,40.44387096774194
6087,2020-08,Sierra Leone,33.302903225806446
6088,2020-09,Sierra Leone,31.356666666666666
6089,2020-10,Sierra Leone,29.63
6090,2020-11,Sierra Leone,36.11
6091,2020-12,Sierra Leone,37.04
6092,2021-01,Sierra Leone,42.26741935483871
6093,2021-02,Sierra Leone,53.935
6094,2021-03,Sierra Leone,50.08806451612903
6095,2021-04,Sierra Leone,50.18866666666667
6096,2021-05,Sierra Leone,50.93
6097,2021-06,Sierra Leone,47.00533333333333
6098,2021-07,Sierra Leone,48.81870967741935
6099,2021-08,Sierra Leone,44.96645161290322
6100,2021-09,Sierra Leone,45.49933333333333
6101,2021-10,Sierra Leone,46.875483870967734
6102,2021-11,Sierra Leone,47.251666666666665
6103,2021-12,Sierra Leone,47.24
6104,2022-01,Sierra Leone,47.04838709677419
6105,2022-02,Sierra Leone,46.113214285714285
6106,2022-03,Sierra Leone,45.505483870967744
6107,2022-04,Sierra Leone,43.78999999999999
6108,2022-05,Sierra Leone,42.37032258064516
6109,2022-06,Sierra Leone,42.94133333333333
6110,2022-07,Sierra Leone,43.317419354838705
6111,2022-08,Sierra Leone,42.777419354838706
6112,2022-09,Sierra Leone,42.36299999999999
6113,2022-10,Sierra Leone,42.04
6114,2020-01,Singapore,25.0
6115,2020-02,Singapore,29.409655172413792
6116,2020-03,Singapore,33.961612903225806
6117,2020-04,Singapore,69.81366666666666
6118,2020-05,Singapore,74.64225806451613
6119,2020-06,Singapore,60.43333333333333
6120,2020-07,Singapore,51.10903225806451
6121,2020-08,Singapore,51.46709677419355
6122,2020-09,Singapore,51.3
6123,2020-10,Singapore,45.72870967741935
6124,2020-11,Singapore,45.55533333333333
6125,2020-12,Singapore,48.23967741935484
6126,2021-01,Singapore,48.41903225806452
6127,2021-02,Singapore,50.93
6128,2021-03,Singapore,50.93
6129,2021-04,Singapore,50.93
6130,2021-05,Singapore,54.928387096774195
6131,2021-06,Singapore,57.96
6132,2021-07,Singapore,51.349999999999994
6133,2021-08,Singapore,46.00064516129032
6134,2021-09,Singapore,43.97633333333333
6135,2021-10,Singapore,45.88548387096775
6136,2021-11,Singapore,42.647666666666666
6137,2021-12,Singapore,42.579032258064515
6138,2022-01,Singapore,44.51258064516129
6139,2022-02,Singapore,44.2325
6140,2022-03,Singapore,44.94193548387097
6141,2022-04,Singapore,42.31933333333333
6142,2022-05,Singapore,27.892903225806453
6143,2022-06,Singapore,27.81833333333333
6144,2022-07,Singapore,27.791290322580643
6145,2022-08,Singapore,26.85741935483871
6146,2022-09,Singapore,18.272333333333332
6147,2022-10,Singapore,18.27
6165,2020-03,Slovakia,60.39884615384615
6166,2020-04,Slovakia,77.408
6167,2020-05,Slovakia,71.89677419354838
6168,2020-06,Slovakia,44.56933333333333
6169,2020-07,Slovakia,38.89
6170,2020-08,Slovakia,36.02032258064516
6171,2020-09,Slovakia,30.816
6172,2020-10,Slovakia,56.27290322580645
6173,2020-11,Slovakia,71.295
6174,2020-12,Slovakia,62.63129032258065
6175,2021-01,Slovakia,70.34096774193549
6176,2021-02,Slovakia,71.7625
6177,2021-03,Slovakia,72.37225806451613
6178,2021-04,Slovakia,71.04633333333332
6179,2021-05,Slovakia,57.58548387096774
6180,2021-06,Slovakia,47.733
6181,2021-07,Slovakia,43.54741935483871
6182,2021-08,Slovakia,38.07806451612903
6183,2021-09,Slovakia,34.36333333333333
6184,2021-10,Slovakia,31.29548387096774
6185,2021-11,Slovakia,36.593666666666664
6186,2021-12,Slovakia,57.480322580645165
6187,2022-01,Slovakia,47.96258064516129
6188,2022-02,Slovakia,41.89214285714286
6189,2022-03,Slovakia,27.28516129032258
6190,2022-04,Slovakia,15.518333333333334
6191,2022-05,Slovakia,12.184193548387096
6192,2022-06,Slovakia,11.109999999999998
6193,2022-07,Slovakia,11.11
6194,2022-08,Slovakia,11.11
6195,2022-09,Slovakia,11.11
6197,2020-02,Slovenia,0.0
6198,2020-03,Slovenia,46.05612903225806
6199,2020-04,Slovenia,88.08300000000001
6200,2020-05,Slovenia,57.88677419354839
6201,2020-06,Slovenia,39.85633333333333
6202,2020-07,Slovenia,43.75451612903226
6203,2020-08,Slovenia,50.0
6204,2020-09,Slovenia,50.0
6205,2020-10,Slovenia,57.79387096774193
6206,2020-11,Slovenia,81.485
6207,2020-12,Slovenia,83.99096774193549
6208,2021-01,Slovenia,79.86870967741936
6209,2021-02,Slovenia,67.92357142857144
6210,2021-03,Slovenia,69.44
6211,2021-04,Slovenia,71.97599999999998
6212,2021-05,Slovenia,50.06354838709677
6213,2021-06,Slovenia,35.55266666666667
6214,2021-07,Slovenia,38.91258064516129
6215,2021-08,Slovenia,38.80935483870967
6216,2021-09,Slovenia,39.55533333333334
6217,2021-10,Slovenia,40.90064516129033
6218,2021-11,Slovenia,49.06733333333333
6219,2021-12,Slovenia,54.15387096774194
6220,2022-01,Slovenia,49.97032258064516
6221,2022-02,Slovenia,37.965357142857144
6222,2022-03,Slovenia,14.257741935483871
6223,2022-04,Slovenia,14.25
6224,2022-05,Slovenia,12.426774193548388
6225,2022-06,Slovenia,11.109999999999998
6226,2022-07,Slovenia,11.11
6227,2022-08,Slovenia,11.11
6228,2022-09,Slovenia,11.11
6230,2020-10,Solomon Islands,43.52
6231,2020-11,Solomon Islands,43.026
6232,2020-12,Solomon Islands,35.93064516129032
6233,2021-01,Solomon Islands,33.33
6234,2021-02,Solomon Islands,33.33
6235,2021-03,Solomon Islands,33.33
6236,2021-04,Solomon Islands,32.21933333333333
6237,2021-05,Solomon Islands,25.0
6238,2021-06,Solomon Islands,25.0
6239,2021-07,Solomon Islands,30.37677419354839
6240,2021-08,Solomon Islands,38.89
6241,2021-09,Solomon Islands,32.59433333333333
6242,2021-10,Solomon Islands,27.78
6243,2021-11,Solomon Islands,22.595000000000002
6244,2021-12,Solomon Islands,22.22
6245,2022-01,Solomon Islands,60.88935483870968
6246,2022-02,Solomon Islands,86.44357142857143
6247,2022-03,Solomon Islands,81.68258064516128
6248,2022-04,Solomon Islands,72.28366666666668
6249,2022-05,Solomon Islands,73.8158064516129
6250,2022-06,Solomon Islands,41.08633333333333
6251,2022-07,Solomon Islands,31.32967741935484
6252,2022-08,Solomon Islands,30.89741935483871
6253,2022-09,Solomon Islands,26.512222222222224
6255,2020-03,Somalia,43.230625
6256,2020-04,Somalia,60.18666666666666
6257,2020-05,Somalia,64.69612903225806
6258,2020-06,Somalia,53.95466666666667
6259,2020-07,Somalia,31.48
6260,2020-08,Somalia,21.35516129032258
6261,2020-09,Somalia,38.27133333333334
6262,2020-10,Somalia,41.667419354838714
6263,2020-11,Somalia,37.52833333333333
6264,2020-12,Somalia,37.96
6265,2021-01,Somalia,19.267419354838708
6266,2021-02,Somalia,15.014642857142857
6267,2021-03,Somalia,47.519999999999996
6268,2021-04,Somalia,31.974333333333334
6269,2021-05,Somalia,28.197741935483872
6270,2021-06,Somalia,29.63
6271,2021-07,Somalia,31.782258064516128
6272,2021-08,Somalia,35.19
6273,2021-09,Somalia,35.83633333333333
6274,2021-10,Somalia,37.96
6275,2021-11,Somalia,37.96
6276,2021-12,Somalia,41.67
6277,2022-01,Somalia,36.468709677419355
6278,2022-02,Somalia,40.28000000000001
6279,2022-03,Somalia,41.49
6280,2022-04,Somalia,20.802000000000003
6281,2022-05,Somalia,13.89
6282,2022-06,Somalia,13.890000000000002
6283,2022-07,Somalia,13.89
6284,2022-08,Somalia,13.89
6285,2022-09,Somalia,13.890000000000002
6287,2020-02,South Africa,2.78
6288,2020-03,South Africa,39.33806451612903
6289,2020-04,South Africa,87.96
6290,2020-05,South Africa,84.26
6291,2020-06,South Africa,77.71566666666666
6292,2020-07,South Africa,79.4816129032258
6293,2020-08,South Africa,73.98322580645161
6294,2020-09,South Africa,66.78966666666666
6295,2020-10,South Africa,49.85387096774193
6296,2020-11,South Africa,39.72366666666667
6297,2020-12,South Africa,46.953548387096774
6298,2021-01,South Africa,66.36677419354838
6299,2021-02,South Africa,57.042142857142856
6300,2021-03,South Africa,48.15
6301,2021-04,South Africa,48.24066666666667
6302,2021-05,South Africa,38.380967741935486
6303,2021-06,South Africa,54.07533333333333
6304,2021-07,South Africa,68.7258064516129
6305,2021-08,South Africa,51.85
6306,2021-09,South Africa,47.745999999999995
6307,2021-10,South Africa,48.15
6308,2021-11,South Africa,49.076
6309,2021-12,South Africa,56.57322580645161
6310,2022-01,South Africa,44.44
6311,2022-02,South Africa,43.25071428571429
6312,2022-03,South Africa,38.59161290322581
6313,2022-04,South Africa,35.946999999999996
6314,2022-05,South Africa,35.99709677419355
6315,2022-06,South Africa,28.433666666666667
6316,2022-07,South Africa,11.11
6317,2022-08,South Africa,11.11
6318,2022-09,South Africa,11.109999999999998
6319,2022-10,South Africa,11.11
6353,2020-01,South Korea,0.27799999999999997
6354,2020-02,South Korea,36.55827586206897
6355,2020-03,South Korea,62.578709677419354
6356,2020-04,South Korea,66.63766666666668
6357,2020-05,South Korea,43.56258064516129
6358,2020-06,South Korea,53.67166666666667
6359,2020-07,South Korea,53.47870967741936
6360,2020-08,South Korea,53.24
6361,2020-09,South Korea,51.094
6362,2020-10,South Korea,57.645483870967745
6363,2020-11,South Korea,52.840333333333334
6364,2020-12,South Korea,61.78290322580645
6365,2021-01,South Korea,64.56129032258065
6366,2021-02,South Korea,63.89
6367,2021-03,South Korea,58.33
6368,2021-04,South Korea,58.33
6369,2021-05,South Korea,50.806451612903224
6370,2021-06,South Korea,50.0
6371,2021-07,South Korea,44.27645161290322
6372,2021-08,South Korea,50.63
6373,2021-09,South Korea,47.83833333333333
6374,2021-10,South Korea,47.22
6375,2021-11,South Korea,42.16466666666667
6376,2021-12,South Korea,45.06354838709677
6377,2022-01,South Korea,46.26
6378,2022-02,South Korea,42.24392857142857
6379,2022-03,South Korea,40.74
6380,2022-04,South Korea,27.919666666666668
6381,2022-05,South Korea,14.28
6382,2022-06,South Korea,13.981
6383,2022-07,South Korea,13.89
6384,2022-08,South Korea,13.89
6385,2022-09,South Korea,13.89
6387,2020-04,South Sudan,82.19384615384615
6388,2020-05,South Sudan,77.8383870967742
6389,2020-06,South Sudan,85.19
6390,2020-07,South Sudan,81.60548387096775
6391,2020-08,South Sudan,79.78000000000002
6392,2020-09,South Sudan,63.147
6393,2020-10,South Sudan,42.266774193548386
6394,2020-11,South Sudan,44.26
6395,2020-12,South Sudan,48.62806451612904
6396,2021-01,South Sudan,44.296451612903226
6397,2021-02,South Sudan,74.34
6398,2021-03,South Sudan,74.73096774193547
6399,2021-04,South Sudan,72.22
6400,2021-05,South Sudan,68.87806451612903
6401,2021-06,South Sudan,26.29733333333333
6402,2021-07,South Sudan,25.0
6403,2021-08,South Sudan,25.0
6404,2021-09,South Sudan,25.37066666666667
6405,2021-10,South Sudan,29.453225806451613
6406,2021-11,South Sudan,35.40599999999999
6407,2021-12,South Sudan,42.98290322580645
6408,2022-01,South Sudan,38.32322580645161
6409,2022-02,South Sudan,36.11
6410,2022-03,South Sudan,34.91483870967742
6411,2022-04,South Sudan,28.7
6412,2022-05,South Sudan,18.070322580645165
6413,2022-06,South Sudan,15.223333333333333
6414,2022-07,South Sudan,16.348709677419354
6415,2022-08,South Sudan,16.281612903225806
6416,2022-09,South Sudan,16.193
6418,2020-02,Spain,11.11
6419,2020-03,Spain,51.73225806451613
6420,2020-04,Spain,85.19
6421,2020-05,Spain,78.58387096774193
6422,2020-06,Spain,54.16733333333333
6423,2020-07,Spain,59.48032258064516
6424,2020-08,Spain,62.79838709677419
6425,2020-09,Spain,61.019999999999996
6426,2020-10,Spain,64.66612903225806
6427,2020-11,Spain,71.3
6428,2020-12,Spain,73.4483870967742
6429,2021-01,Spain,72.73225806451612
6430,2021-02,Spain,70.30714285714285
6431,2021-03,Spain,68.72645161290322
6432,2021-04,Spain,69.44
6433,2021-05,Spain,64.98096774193549
6434,2021-06,Spain,52.499
6435,2021-07,Spain,48.432903225806456
6436,2021-08,Spain,47.69
6437,2021-09,Spain,44.724666666666664
6438,2021-10,Spain,41.917419354838714
6439,2021-11,Spain,41.23866666666667
6440,2021-12,Spain,43.10838709677419
6441,2022-01,Spain,38.57064516129032
6442,2022-02,Spain,38.47607142857142
6443,2022-03,Spain,35.99677419354839
6444,2022-04,Spain,32.136
6445,2022-05,Spain,27.585483870967742
6446,2022-06,Spain,27.58
6447,2022-07,Spain,25.146774193548385
6448,2022-08,Spain,20.78806451612903
6449,2022-09,Spain,13.890000000000002
6450,2022-10,Spain,13.89
6451,2020-01,Sri Lanka,7.220000000000001
6452,2020-02,Sri Lanka,8.905172413793103
6453,2020-03,Sri Lanka,54.56935483870968
6454,2020-04,Sri Lanka,91.41966666666667
6455,2020-05,Sri Lanka,79.89903225806451
6456,2020-06,Sri Lanka,60.80466666666667
6457,2020-07,Sri Lanka,52.26774193548387
6458,2020-08,Sri Lanka,41.04096774193548
6459,2020-09,Sri Lanka,27.684
6460,2020-10,Sri Lanka,33.30387096774193
6461,2020-11,Sri Lanka,51.559
6462,2020-12,Sri Lanka,65.48709677419355
6463,2021-01,Sri Lanka,79.76354838709678
6464,2021-02,Sri Lanka,79.17
6465,2021-03,Sri Lanka,79.17
6466,2021-04,Sri Lanka,42.36299999999999
6467,2021-05,Sri Lanka,85.0067741935484
6468,2021-06,Sri Lanka,83.21133333333334
6469,2021-07,Sri Lanka,81.48
6470,2021-08,Sri Lanka,81.48032258064515
6471,2021-09,Sri Lanka,80.56
6472,2021-10,Sri Lanka,66.64451612903225
6473,2021-11,Sri Lanka,53.251999999999995
6474,2021-12,Sri Lanka,55.11258064516129
6475,2022-01,Sri Lanka,53.789032258064516
6476,2022-02,Sri Lanka,52.276428571428575
6477,2022-03,Sri Lanka,36.52645161290322
6478,2022-04,Sri Lanka,34.51766666666666
6479,2022-05,Sri Lanka,28.471612903225807
6480,2022-06,Sri Lanka,26.942
6481,2022-07,Sri Lanka,28.667096774193546
6482,2022-08,Sri Lanka,30.55
6483,2022-09,Sri Lanka,30.5436
6485,2020-03,Sudan,60.81736842105263
6486,2020-04,Sudan,81.729
6487,2020-05,Sudan,84.88774193548387
6488,2020-06,Sudan,84.26
6489,2020-07,Sudan,74.67322580645161
6490,2020-08,Sudan,72.41677419354839
6491,2020-09,Sudan,60.245666666666665
6492,2020-10,Sudan,41.725806451612904
6493,2020-11,Sudan,29.070666666666668
6494,2020-12,Sudan,26.432258064516127
6495,2021-01,Sudan,25.749032258064517
6496,2021-02,Sudan,23.150000000000002
6497,2021-03,Sudan,23.580000000000002
6498,2021-04,Sudan,50.28
6499,2021-05,Sudan,62.05193548387096
6500,2021-06,Sudan,39.32
6501,2021-07,Sudan,17.11258064516129
6502,2021-08,Sudan,13.89
6503,2021-09,Sudan,13.890000000000002
6504,2021-10,Sudan,13.89
6505,2021-11,Sudan,13.890000000000002
6506,2021-12,Sudan,20.369032258064514
6507,2022-01,Sudan,14.039032258064518
6508,2022-02,Sudan,13.89
6509,2022-03,Sudan,11.91709677419355
6510,2022-04,Sudan,13.890000000000002
6511,2022-05,Sudan,13.89
6512,2022-06,Sudan,13.890000000000002
6513,2022-07,Sudan,13.89
6514,2022-08,Sudan,8.509354838709678
6515,2022-09,Sudan,8.33
6517,2020-03,Suriname,54.73444444444445
6518,2020-04,Suriname,80.55833333333334
6519,2020-05,Suriname,77.77774193548386
6520,2020-06,Suriname,87.93266666666666
6521,2020-07,Suriname,83.39225806451613
6522,2020-08,Suriname,83.7558064516129
6523,2020-09,Suriname,82.68599999999999
6524,2020-10,Suriname,57.85838709677419
6525,2020-11,Suriname,57.03933333333334
6526,2020-12,Suriname,62.51387096774194
6527,2021-01,Suriname,68.75580645161291
6528,2021-02,Suriname,68.52000000000001
6529,2021-03,Suriname,62.96
6530,2021-04,Suriname,70.61666666666666
6531,2021-05,Suriname,76.1041935483871
6532,2021-06,Suriname,87.59
6533,2021-07,Suriname,87.03387096774195
6534,2021-08,Suriname,82.52387096774193
6535,2021-09,Suriname,67.962
6536,2021-10,Suriname,60.571935483870966
6537,2021-11,Suriname,75.0
6538,2021-12,Suriname,72.43193548387096
6539,2022-01,Suriname,60.19
6540,2022-02,Suriname,57.74285714285714
6541,2022-03,Suriname,50.63387096774194
6542,2022-04,Suriname,33.032000000000004
6543,2022-05,Suriname,21.3
6544,2022-06,Suriname,21.3
6545,2022-07,Suriname,21.3
6546,2022-08,Suriname,21.3
6547,2022-09,Suriname,21.3
6548,2022-10,Suriname,21.3
6549,2020-02,Sweden,5.56
6550,2020-03,Sweden,35.27483870967742
6551,2020-04,Sweden,64.81
6552,2020-05,Sweden,64.81
6553,2020-06,Sweden,61.480000000000004
6554,2020-07,Sweden,59.26
6555,2020-08,Sweden,57.46967741935484
6556,2020-09,Sweden,55.56000000000001
6557,2020-10,Sweden,55.56
6558,2020-11,Sweden,59.010999999999996
6559,2020-12,Sweden,67.91838709677418
6560,2021-01,Sweden,69.44
6561,2021-02,Sweden,69.37714285714286
6562,2021-03,Sweden,69.25774193548388
6563,2021-04,Sweden,65.416
6564,2021-05,Sweden,64.62612903225806
6565,2021-06,Sweden,53.43033333333334
6566,2021-07,Sweden,41.80032258064516
6567,2021-08,Sweden,34.47709677419355
6568,2021-09,Sweden,32.59433333333333
6569,2021-10,Sweden,15.889354838709677
6570,2021-11,Sweden,15.767666666666667
6571,2021-12,Sweden,23.094838709677422
6572,2022-01,Sweden,40.406774193548394
6573,2022-02,Sweden,21.737142857142857
6574,2022-03,Sweden,15.433870967741935
6575,2022-04,Sweden,11.109999999999998
6576,2022-05,Sweden,11.11
6577,2022-06,Sweden,11.109999999999998
6578,2022-07,Sweden,11.11
6579,2022-08,Sweden,2.867096774193548
6580,2022-09,Sweden,0.0
6582,2020-02,Switzerland,13.886000000000001
6583,2020-03,Switzerland,49.37290322580646
6584,2020-04,Switzerland,72.65533333333335
6585,2020-05,Switzerland,61.73516129032258
6586,2020-06,Switzerland,44.51033333333333
6587,2020-07,Switzerland,39.20129032258065
6588,2020-08,Switzerland,43.06
6589,2020-09,Switzerland,43.06000000000001
6590,2020-10,Switzerland,33.18451612903226
6591,2020-11,Switzerland,58.057
6592,2020-12,Switzerland,59.203548387096774
6593,2021-01,Switzerland,60.19
6594,2021-02,Switzerland,60.19
6595,2021-03,Switzerland,60.19
6596,2021-04,Switzerland,56.486
6597,2021-05,Switzerland,50.84032258064516
6598,2021-06,Switzerland,46.77133333333333
6599,2021-07,Switzerland,37.75064516129032
6600,2021-08,Switzerland,36.66612903225807
6601,2021-09,Switzerland,39.44533333333333
6602,2021-10,Switzerland,40.892258064516135
6603,2021-11,Switzerland,40.67133333333334
6604,2021-12,Switzerland,40.678064516129034
6605,2022-01,Switzerland,41.4958064516129
6606,2022-02,Switzerland,29.299642857142857
6607,2022-03,Switzerland,14.81
6608,2022-04,Switzerland,11.109999999999998
6609,2022-05,Switzerland,11.11
6610,2022-06,Switzerland,11.109999999999998
6611,2022-07,Switzerland,11.11
6612,2022-08,Switzerland,8.24548387096774
6613,2022-09,Switzerland,5.56
6614,2022-10,Switzerland,5.56
6615,2020-03,Syria,79.537
6616,2020-04,Syria,86.29933333333334
6617,2020-05,Syria,83.63354838709678
6618,2020-06,Syria,69.44
6619,2020-07,Syria,69.44
6620,2020-08,Syria,63.233225806451614
6621,2020-09,Syria,49.91
6622,2020-10,Syria,41.950645161290325
6623,2020-11,Syria,41.94466666666666
6624,2020-12,Syria,39.35
6625,2021-01,Syria,38.2758064516129
6626,2021-02,Syria,27.763928571428572
6627,2021-03,Syria,27.95935483870968
6628,2021-04,Syria,56.04933333333334
6629,2021-05,Syria,52.494193548387095
6630,2021-06,Syria,39.38033333333333
6631,2021-07,Syria,26.153870967741934
6632,2021-08,Syria,30.765806451612903
6633,2021-09,Syria,32.592
6634,2021-10,Syria,53.600322580645155
6635,2021-11,Syria,41.74166666666667
6636,2021-12,Syria,37.96
6637,2022-01,Syria,37.96
6638,2022-02,Syria,31.617142857142856
6639,2022-03,Syria,26.85
6640,2022-04,Syria,26.85
6641,2022-05,Syria,26.85
6642,2022-06,Syria,26.85
6643,2022-07,Syria,28.643548387096775
6644,2022-08,Syria,28.28483870967742
6645,2022-09,Syria,26.85
6647,2020-01,Taiwan,18.885
6648,2020-02,Taiwan,28.898965517241376
6649,2020-03,Taiwan,29.149677419354838
6650,2020-04,Taiwan,31.48
6651,2020-05,Taiwan,27.18322580645161
6652,2020-06,Taiwan,25.096
6653,2020-07,Taiwan,23.15
6654,2020-08,Taiwan,23.15
6655,2020-09,Taiwan,23.15
6656,2020-10,Taiwan,23.15
6657,2020-11,Taiwan,23.15
6658,2020-12,Taiwan,19.44
6659,2021-01,Taiwan,21.412903225806453
6660,2021-02,Taiwan,25.0
6661,2021-03,Taiwan,25.0
6662,2021-04,Taiwan,25.0
6663,2021-05,Taiwan,49.134193548387096
6664,2021-06,Taiwan,71.48466666666667
6665,2021-07,Taiwan,71.23290322580644
6666,2021-08,Taiwan,60.24645161290322
6667,2021-09,Taiwan,49.07
6668,2021-10,Taiwan,46.68354838709678
6669,2021-11,Taiwan,24.538
6670,2021-12,Taiwan,20.37
6671,2022-01,Taiwan,22.043870967741935
6672,2022-02,Taiwan,25.03107142857143
6673,2022-03,Taiwan,27.202903225806452
6674,2022-04,Taiwan,27.584
6675,2022-05,Taiwan,26.85
6676,2022-06,Taiwan,26.85
6677,2022-07,Taiwan,26.85
6678,2022-08,Taiwan,26.85
6679,2022-09,Taiwan,25.089333333333336
6680,2022-10,Taiwan,24.070000000000004
6681,2020-05,Tajikistan,52.36032258064516
6682,2020-06,Tajikistan,62.037
6683,2020-07,Tajikistan,50.836129032258064
6684,2020-08,Tajikistan,51.07354838709677
6685,2020-09,Tajikistan,43.23866666666667
6686,2020-10,Tajikistan,42.59
6687,2020-11,Tajikistan,42.59
6688,2020-12,Tajikistan,42.59
6689,2021-01,Tajikistan,41.33774193548387
6690,2021-02,Tajikistan,31.48
6691,2021-03,Tajikistan,31.031612903225806
6692,2021-04,Tajikistan,30.926
6693,2021-05,Tajikistan,33.5758064516129
6694,2021-06,Tajikistan,29.81533333333333
6695,2021-07,Tajikistan,35.19
6696,2021-08,Tajikistan,34.83129032258064
6697,2021-09,Tajikistan,29.63
6698,2021-10,Tajikistan,29.63
6699,2021-11,Tajikistan,29.63
6700,2021-12,Tajikistan,29.63
6701,2022-01,Tajikistan,24.254193548387097
6702,2022-02,Tajikistan,16.435
6703,2022-03,Tajikistan,15.74
6704,2022-04,Tajikistan,15.74
6705,2022-05,Tajikistan,12.154516129032258
6706,2022-06,Tajikistan,8.33
6707,2022-07,Tajikistan,8.33
6708,2022-08,Tajikistan,8.33
6709,2022-09,Tajikistan,8.33
6711,2020-03,Tanzania,37.7875
6712,2020-04,Tanzania,50.74133333333334
6713,2020-05,Tanzania,47.76258064516129
6714,2020-06,Tanzania,32.16266666666666
6715,2020-07,Tanzania,29.776129032258062
6716,2020-08,Tanzania,29.42032258064516
6717,2020-09,Tanzania,20.925333333333334
6718,2020-10,Tanzania,15.083548387096773
6719,2020-11,Tanzania,17.59
6720,2020-12,Tanzania,11.139032258064516
6721,2021-01,Tanzania,6.48
6722,2021-02,Tanzania,10.11892857142857
6723,2021-03,Tanzania,8.33
6724,2021-04,Tanzania,5.0
6725,2021-05,Tanzania,12.814838709677419
6726,2021-06,Tanzania,11.758666666666667
6727,2021-07,Tanzania,13.262258064516129
6728,2021-08,Tanzania,12.54483870967742
6729,2021-09,Tanzania,16.448666666666664
6730,2021-10,Tanzania,30.019032258064517
6731,2021-11,Tanzania,9.348666666666666
6732,2021-12,Tanzania,8.33
6733,2022-01,Tanzania,9.58548387096774
6734,2022-02,Tanzania,11.705714285714285
6735,2022-03,Tanzania,13.89
6736,2022-04,Tanzania,13.890000000000002
6737,2022-05,Tanzania,13.89
6738,2022-06,Tanzania,9.998
6739,2022-07,Tanzania,8.33
6740,2022-08,Tanzania,8.33
6741,2022-09,Tanzania,8.33
6742,2022-10,Tanzania,8.33
6743,2020-01,Thailand,0.0
6744,2020-02,Thailand,0.0
6745,2020-03,Thailand,35.902580645161294
6746,2020-04,Thailand,76.264
6747,2020-05,Thailand,75.0
6748,2020-06,Thailand,62.99333333333333
6749,2020-07,Thailand,52.78
6750,2020-08,Thailand,51.16580645161291
6751,2020-09,Thailand,46.385999999999996
6752,2020-10,Thailand,47.22
6753,2020-11,Thailand,48.053999999999995
6754,2020-12,Thailand,54.928709677419356
6755,2021-01,Thailand,59.31967741935484
6756,2021-02,Thailand,49.30642857142857
6757,2021-03,Thailand,47.22
6758,2021-04,Thailand,51.60333333333333
6759,2021-05,Thailand,59.26
6760,2021-06,Thailand,56.10933333333333
6761,2021-07,Thailand,59.31806451612903
6762,2021-08,Thailand,73.22322580645161
6763,2021-09,Thailand,55.09
6764,2021-10,Thailand,57.42161290322581
6765,2021-11,Thailand,54.781666666666666
6766,2021-12,Thailand,43.1
